index,generated_output
98632,The product is 15.75 inches tall.
98633,The depth of the product is 15.75 inches.
98634,The width of the product is 15.75 inches.
98635,The width of the product is 50cm or 20 inches.
98636,The depth of the product is 50cm or 20 inches.
98637,The height of the product is 50cm or 20 inches.
98638,The height of the product is 3.43 inches.
98639,The width of the product is 11 inches.
98640,The depth of the product is 14 inches.
98641,The depth of the product is 20 cm.
98642,The width of the product is 26cm.
98643,The width of the product is 17.3 inches.
98644,The depth of the product is 7.9 inches.
98645,The product has a height of 35 inches.
98646,The depth of the product is 22.5 inches.
98647,The product has a width of 5.5 cm (2.16 inches).
98648,The depth of the product is 3 cm.
98649,The height of the product is 3 cm.
98650,The volume of the product is 7.3 ml or 0.25 fl oz.
98651,The depth of the product is 18.5 cm (7.4 inches).
98652,The height of the product is 4 inches.
98653,The depth of the product is 30cm.
98654,The depth of the product is 22 cm.
98655,The height of the product is 22 cm.
98656,The height of the product is 28.3 inches (72 cm).
98657,"The depth of the product is 3.2 cm, which is approximately 1.26 inches."
98658,"The product is a folded card, which means it is smaller than the full size. The folded size is 4.25 inches x 5.5 inches, while the full size is 5.5 inches x 8.5 inches."
98659,The product is approximately 27 cm tall.
98660,The product's item weight is 7g.
98661,The depth of the product is 34 cm (13.36 inches).
98662,The width of the product is 32 cm.
98663,The product's item weight is 550W MAX.
98664,The product is 15.75 inches tall.
98665,The product width is 6.5cm.
98666,The product is 19 cm tall.
98667,The depth of the product is 19 cm.
98668,The depth of the product is 15 cm.
98669,"The height of the product is 4 cm, which is 1.6 inches."
98670,The width of the product is 9.25 inches.
98671,The width of the product is 75 cm (29.5 inches).
98672,The height of the product is 120 cm or 47.2 inches.
98673,The depth of the product is 12 inches.
98674,The height of the product is 41.33 inches.
98675,The product size is 23 cm (9.05 inches).
98676,The product width is 23 cm or 9.05 inches.
98677,The product is 23 cm tall.
98678,The width of the product is 57 cm (22.4 inches).
98679,The width of the product is 10mm.
98680,The depth of the product is 10mm.
98681,The product is 10mm in height.
98682,The height of the product is 5.3 inches.
98683,The depth of the product is 5.3 inches.
98684,The width of the product is 5.3 inches.
98685,The product has a width of 1.5 inches (38mm).
98686,The product has a depth of 50mm.
98687,The height of the product is 50mm.
98688,The depth of the product is 23 cm.
98689,The width of the product is 15 cm.
98690,The depth of the product is 7.09 inches.
98691,The width of the product is 8.4 inches.
98692,The depth of the product is 8.4 inches.
98693,The height of the product is 38.5 inches.
98694,The product has a height of 12.5 cm.
98695,The width of the product is 24.5 cm.
98696,The height of the product is 17 cm.
98697,The product is 4.5 cm wide.
98698,"The product is described as being ""MINI SIZE & LIGHT IN WEIGHT."" This indicates that the product is small in size and lightweight. The dimensions provided are 4cm in length and 4.5cm in width, which further supports the idea that the product is small and lightweight."
98699,The height of the product is 5 inches.
98700,The width of the product is 11 inches.
98701,The product has a height of 4.9 inches (125 mm).
98702,"The product is a small, rectangular object with a purple camera-like design. The depth of the product can be determined by measuring the distance from the front of the camera to the back of the camera. 

From the image, the front of the camera is approximately 11.5 cm (4.5 inches) wide and 2 cm (0.7 inches) tall. The back of the camera is approximately 19 cm (7.5 inches) wide and 2 cm (0.7 inches) tall. 

Therefore, the depth of the product is approximately 11.5 cm (4.5 inches) - 2 cm (0.7 inches) = 9.5 cm (3.7 inches)."
98703,"The depth of the product is 105 cm, which is approximately 41.3 inches."
98704,The width of the product is 54 cm (21.3 inches).
98705,The height of the product is 98 cm.
98706,The product is 39 cm high.
98707,The width of the product is 38.5 cm.
98708,The product has a height of 13 cm (5.11 inches).
98709,"The depth of the product is 14.7 cm, which is approximately 5.7 inches."
98710,The width of the product is 14.7 cm or 5.7 inches.
98711,The item weight is 550 grams.
98712,The width of the product is 0.8 inches.
98713,The product is a 100-yard roll of pink ribbon with white polka dots.
98714,The product is 0.8 inches tall.
98715,The depth of the product is 17 cm.
98716,The width of the product is 180CM.
98717,The height of the product is 180CM.
98718,The height of the product is 20cm or 8 inches.
98719,The depth of the product is 8 cm (20 cm / 8 cm).
98720,The height of the product is 350 mm.
98721,The height of the product is 72 cm.
98722,The product is 5.9 inches tall.
98723,The depth of the product is 3.2 inches.
98724,The height of the product is 40 inches.
98725,The product is 50 inches tall.
98726,The width of the product is 4.92 inches.
98727,The height of the product is 3.25 inches.
98728,The height of the product is 15.1 inches.
98729,The width of the product is 20.6 inches.
98730,The width of the product is 11.8 inches.
98731,The depth of the product is 2.5 cm.
98732,The depth of the product is approximately 17.5 cm (6.9 inches).
98733,The width of the product is 23 cm (9.1 inches).
98734,The width of the product is 46 cm.
98735,The depth of the product is 5 inches.
98736,The depth of the product is 2.5 inches.
98737,The width of the product is 4.3 inches (11 cm).
98738,The depth of the product is 6.09 inches or 15.50 cm.
98739,"The height of the product is 6.09 inches, as indicated by the measurement on the right side of the image."
98740,The depth of the product is 2.8 inches or 7.2 centimeters.
98741,The width of the product is 2.8 inches or 7.2 centimeters.
98742,The product has a depth of 1.4 inches.
98743,The product has a width of 1.4 inches.
98744,The depth of the product is 30 inches.
98745,The maximum weight recommendation is 220 LBS.
98746,The height of the product is 27 cm.
98747,The width of the product is 27 cm.
98748,The depth of the product is 27 cm.
98749,The depth of the product is 39.8 cm / 15.6 inches.
98750,"The hanging line height of the product is adjustable, and the length is 47.2 inches (120 cm)."
98751,The height of the product is 10mm.
98752,The product has a width of 5mm.
98753,The product's item weight is not explicitly indicated in the image.
98754,The width of the product is 11mm.
98755,The maximum load capacity is 10 kg.
98756,The product's item weight is 124g.
98757,The product has a height of 46 cm (18.1 inches).
98758,The height of the product is 2.80 cm.
98759,The depth of the product is 3.40CM.
98760,The height of the product is 180mm.
98761,The width of the product is 6 inches.
98762,The product is 7 feet tall.
98763,The width of the product is 4 inches.
98764,The depth of the product is 4 inches.
98765,The depth of the product is 14.25 inches.
98766,The width of the product is 11 inches.
98767,The product supports up to 60W PD Fast Charging.
98768,The product in the image has a weight of 60W.
98769,The product has a height of 183 cm.
98770,The product width is approximately 0.79 inches.
98771,The product size is approximately 0.79 inches.
98772,The height of the product is 15.74 inches or 40 cm.
98773,The maximum weight recommendation is 3500 lbs.
98774,The width of the product is 5.5 inches (13.97 cm).
98775,The depth of the product is 13.97 cm.
98776,The height of the product is 5.5 inches or 13.97 centimeters.
98777,The height of the product is 5 cm (1.96 inches).
98778,The product has a width of 10 cm (3.93 inches).
98779,The product in the image is a Funko Pop! vinyl figure. The height of the product is 10 cm or 3.93 inches.
98780,"The product in the image is a Funko Pop! vinyl figure. The figure is 10 cm (3.93 inches) tall, as indicated by the text on the packaging. The packaging itself is also 10 cm tall. Therefore, the depth of the product is 10 cm."
98781,The depth of the product is 14.8 cm.
98782,The height of the product is 21 cm.
98783,The width of the product is 14.8 cm.
98784,The product has a depth of 6 cm (2.36 inches) on one side and 7 cm (2.75 inches) on the other side.
98785,The product has a width of 6cm (2.36 inches) on the left side and 7cm (2.75 inches) on the right side.
98786,The product is 2.36 inches deep.
98787,The width of the product is 2.36 inches.
98788,The width of the product is 3.6 inches.
98789,The depth of the product is 1.97 inches.
98790,The width of the product in the image is 27cm.
98791,The depth of the product is 5.7 inches.
98792,The width of the product is 5.7 inches.
98793,The product has a height of 22 cm.
98794,The height of the product is 5.51 inches.
98795,The width of the product is 15.75 inches.
98796,The product has a width of 20 cm.
98797,The depth of the product in the image is approximately 20 cm.
98798,The product in the picture is 20 cm tall.
98799,The height of the hamper is 31.5 inches.
98800,The width of the product is 41mm.
98801,The height of the product is 5.1 inches.
98802,The width of the product is 50.5 cm.
98803,The width of the product is 140mm.
98804,The depth of the product is 31 cm (12.2 inches).
98805,The width of the product is 10cm or 3.93 inches.
98806,The depth of the product is 8 cm or 3.15 inches.
98807,The width of the product is 9cm.
98808,The width of the product is 3.86 inches.
98809,The depth of the product is 3.86 inches.
98810,The width of the product is 100cm.
98811,The height of the product is 22 cm.
98812,The depth of the product is 22cm.
98813,The width of the product is 3.14 inches.
98814,The width of the product is 24.9 cm (9.8 inches).
98815,The depth of the product is 2.25 inches.
98816,The width of the product is 2.25 inches.
98817,The product is a 3D card with a depth of 15 cm.
98818,The width of the product is 10 cm.
98819,The product's item weight is 10 oz.
98820,The width of the product is 11.82 inches.
98821,The depth of the product is 10 cm (3.9 inches).
98822,The depth of the product is 10cm.
98823,The height of the product is 15cm.
98824,The depth of the product is 0.5 cm.
98825,The width of the product is 11 cm.
98826,The product is 6.5 feet tall.
98827,"The product box contains the following items:

1. **Green Background (X1)** - A green background for photography.
2. **6.5ft/2m Light Stand (X1)** - A light stand for lighting equipment.
3. **Backdrop Clip (X1)** - A clip for attaching the backdrop to the light stand.
4. **Tragetasche (nur für Kulissen) X1** - A carrying bag for the backdrop (only for backgrounds).

The box also includes a green background, a light stand, and a carrying bag for the backdrop."
98828,The depth of the product is 7.9 feet.
98829,The width of the product is 7.9 feet.
98830,The width of the product is 13 cm.
98831,The product is 570mm tall.
98832,The product has a height of 50mm (2 inches).
98833,The depth of the product is 4 inches.
98834,The width of the product is 4 inches.
98835,The product measures 14 inches in height.
98836,The depth of the product is 30 cm or 12 inches.
98837,The height of the product is 80 cm.
98838,The height of the product is 0.98 inches.
98839,The product is 17 inches tall.
98840,The width of the product is 17 inches.
98841,The height of the product is 7.19 cm.
98842,The depth of the product is 2.2 feet (0.65 meters).
98843,The height of the product is 39.2 inches.
98844,The product's item weight is 150g.
98845,The height of the product is 16.5 inches.
98846,The height of the product is 18 cm.
98847,The depth of the product is 18 cm.
98848,The height of the product is 9.3 inches or 23.5 cm.
98849,The depth of the product is 4.3 inches (11 cm).
98850,The width of the product is 4.3 inches (11 cm).
98851,The product has a wattage of 15W.
98852,The product's item weight is not explicitly indicated in the image.
98853,The height of the product is 18 inches.
98854,The width of the product is 16 cm.
98855,The product is 3.35 inches tall.
98856,The width of the product is 3.5 inches.
98857,The product has a height of 3.9 inches.
98858,The product has a width of 120 cm.
98859,The product is described as having a depth of 33 cm.
98860,The depth of the product is 3.7 inches (9.5 cm).
98861,The width of the product is 3.7 inches (9.5 cm).
98862,The height of the product is 3.7 inches (9.5 cm).
98863,The depth of the product is 40cm.
98864,The product is 40 cm tall.
98865,The width of the product is 40cm.
98866,The product is 3.1 inches tall.
98867,The height of the product is 3.5 cm.
98868,The depth of the product is 3 inches.
98869,The height of the product is 9 inches.
98870,The product has a depth of 15 cm.
98871,"The height of the product is 10 cm, which is 3.93 inches."
98872,The depth of the product is 8 cm (3.15 inches).
98873,The product has a height of 29.7 cm (11.7 inches).
98874,The product has a depth of 22.5 cm (8.86 inches).
98875,The width of the product is 22.5 cm (8.86 inches).
98876,The image does not provide a label with a specific measurement of weight.
98877,The product has a height of 9.4 inches (24 cm).
98878,The depth of the product is 39 inches.
98879,The height of the product is 39 inches.
98880,The width of the product is 27.5 inches.
98881,The depth of the product is 98cm.
98882,The width of the product is 98cm.
98883,The product has a width of 16.5 cm (6.5 inches).
98884,The product has a height of 10 cm (3.9 inches).
98885,The depth of the product is 500mm.
98886,The width of the product is 62mm.
98887,The height of the product is 62mm.
98888,The depth of the product is 62mm.
98889,"The product has an independent control of heating mode with three different settings:

1. Up 500W
2. Up & Down 1700W
3. Down 1200W"
98890,The product illustration mentions the voltage rating of the product as 1200W.
98891,The product has a height of 6.8 inches.
98892,The depth of the product is 5.8 inches.
98893,The width of the product is 5.8 inches.
98894,The depth of the product is 3.34 inches.
98895,The width of the product is 35 inches.
98896,The depth of the product is 35 inches.
98897,The product's item weight is 4.0 ounces.
98898,The product is a 7.5W wireless charging stand.
98899,The product width is 14 inches.
98900,The product has a height of 12 cm.
98901,"The height of the product is 6.5 cm, which is equivalent to 2.55 inches."
98902,The width of the product is 14 cm or 5.51 inches.
98903,The depth of the product is 5.9 inches.
98904,The product is 5.9 inches tall.
98905,The product size is 26cm (10.24 inches) in width.
98906,The product size is 26cm (10.24 inches) in depth.
98907,The height of the product is 100mm.
98908,The width of the product is 100mm.
98909,The product has a width of 8.6 inches (22 cm).
98910,The height of the product is 8.5 cm.
98911,"The product in the image consists of five toy figures, each with a different character design. The figures are arranged in a 2x2 grid, with each figure measuring 5 cm in height and 8.5 cm in length. The figures are depicted in various poses and are likely part of a collection or set. The depth of the product can be inferred from the size of the figures, which suggests that they are designed to be small and detailed, making them suitable for children or collectors."
98912,The depth of the product is 150 mm.
98913,The product has a height of 150mm.
98914,The product in the image is a Bahco ProfCut handsaw. The height of the product is 500mm.
98915,The depth of the product is 500mm.
98916,The height of the product is 15.0 inches.
98917,The depth of the product is 3 inches (7.8 cm).
98918,The height of the product is 6 cm (2.4 inches).
98919,The width of the product is 22 cm (8.6 inches).
98920,The height of the product is 130 cm or 51.2 inches.
98921,The depth of the product is 27 cm (10.6 inches).
98922,The width of the product is 6.3 inches or 16 cm.
98923,The product has a width of 25 cm.
98924,The depth of the product is 40 cm.
98925,The width of the product is 32.3 inches (82 cm).
98926,The product is 32.3 inches tall.
98927,The depth of the product is 32.3 inches (82 cm).
98928,The width of the product is 5 cm or 2 inches.
98929,The height of the Nextmug is 3 5/8 inches.
98930,The width of the product is 12cm or 4.72 inches.
98931,The product has a height of 18 cm (7.08 inches).
98932,The product is 4.33 inches tall.
98933,The volume of the product is 500 ml.
98934,The height of the product is 41 cm.
98935,The product has a width of 3 cm (1.2 inches).
98936,The product has a width of 15.7 inches.
98937,The product is 56 inches tall.
98938,The product is 15.7 inches tall.
98939,The product has a height of 20.8 cm (8.2 inches).
98940,The product's item weight is not explicitly indicated in the image.
98941,The bottle of Absolut Vodka has a volume of 750 milliliters.
98942,The width of the product is 3.27 inches.
98943,The depth of the product is 3.27 inches.
98944,The depth of the product is 4.1 cm or 1.5 inches.
98945,The depth of the product is 28 cm.
98946,The width of the product is 28 cm.
98947,The height of the product is 28 cm.
98948,The height of the product is 17.4 cm or 6.9 inches.
98949,The product's item weight is 3 kg.
98950,The maximum weight recommendation is 3 kg.
98951,The product is 38.58 inches tall.
98952,The height of the product is 3.34 inches.
98953,The depth of the product is 2.16 inches.
98954,The height of the product is 96.8 inches.
98955,The depth of the product is 1.4 inches.
98956,The depth of the product is 80 cm.
98957,The product has a height of 14.96 inches.
98958,The depth of the product is 15 cm.
98959,The product has a width of 15 cm.
98960,The product has a height of 6CM/2.36IN.
98961,The product has a height of 60 cm.
98962,The ideal bodyboard size should be from the ground to belly button height.
98963,The width of the product is 55 cm.
98964,The width of the product is 15.74 inches.
98965,The depth of the product is 0.5 inches.
98966,The width of the product is 5.12 inches.
98967,The depth of the product is 19 cm.
98968,The product has a width of 19 cm.
98969,The depth of the product is 1.6 inches.
98970,The height of the product is 2.2 inches.
98971,The height of the product is 28 cm.
98972,The depth of the product is 0.5 inches.
98973,"The depth of the product is 46mm, which is approximately 1.81 inches."
98974,The height of the product is 46mm.
98975,The depth of the product is 2.5 cm.
98976,The depth of the product is 0.25 cm.
98977,The width of the product is 12 inches or 30 cm.
98978,The width of the product is 3.5 inches.
98979,The height of the product is 5.5 inches.
98980,The depth of the product is approximately 1 mm (0.04 inches).
98981,The height of the product is 100mm (3.94 inches).
98982,The width of the product is 11.8 inches.
98983,The height of the product is 16 inches.
98984,The depth of the product is 24 inches.
98985,"The product is a light stand, which is a stand used to support and hold up a light source. The light stand is adjustable in height, allowing for different distances from the subject to the light source. The adjustable range of the light stand is from 70 cm to 200 cm, which means it can be used for various distances from the subject to the light source. The light stand is also durable and adjustable, making it suitable for various photography and video shooting needs."
98986,"The golf bag in the image has the following items with their respective weights indicated:

- **14-WAY ORGANIZER TOP**: 0.5 kg
- **SOFT-GRIP HANDLES INTEGRATED INTO BAG TOP**: 0.5 kg
- **TOP-LOK TECHNOLOGY**: 0.5 kg
- **UNIQUE HARD SHELL BAG DESIGN**: 0.5 kg
- **8 ZIPPERED POCKETS INCLUDING 2 LARGE APPAREL POCKETS**: 0.5 kg
- **OVERSIZED HARD SHELL BALL POCKET**: 0.5 kg

The total weight of the golf bag is 3 kg."
98987,The height of the product is 7 inches (178mm).
98988,The depth of the product is 12 inches.
98989,The width of the product is 12 inches.
98990,The height of the product is 12 inches.
98991,The height of the product is 8cm (3.14 inches).
98992,The depth of the product is 15x12 inches.
98993,The height of the product is 6.5 cm.
98994,The product has a height of 1.89 inches.
98995,The weight capacity of the exercise equipment is 330 lbs.
98996,The maximum weight recommendation is 330 lbs.
98997,The width of the product is 5 inches.
98998,The height of the product is 6.46 inches.
98999,The depth of the product is 5.47 inches.
99000,The width of the product is 6.46 inches.
99001,"The product is a 6-foot long PD (Power Delivery) fast iPhone charging cable. The wattage of the product is not explicitly mentioned in the image. However, PD cables typically support power delivery up to 100W or more, depending on the specific model and manufacturer."
99002,The depth of the product is 4.5 inches (11.4 cm).
99003,The width of the product is 6 inches (15.2 cm).
99004,The product has a height of 17 cm.
99005,The width of the product is 5.5 cm.
99006,The depth of the product is 400 mm.
99007,The product is 25 cm (9.8 inches) tall.
99008,The depth of the product is 6.2 cm (2.4 inches).
99009,The height of the product is 55 inches.
99010,The width of the product is 11.81 inches.
99011,The width of the product is 3.75 inches.
99012,The PAR30 75W Halogen Bulb is 4.65 inches deep.
99013,The product is 3.75 inches tall.
99014,The height of the product is 19.29 inches.
99015,The height of the product is 4.7 inches.
99016,The width of the product is 4.9 inches.
99017,"The product package content includes:

- 1 Bottle
- 2 Lids
- 1 Straw Lid

The dimensions of the product are as follows:

- Bottle: 8.66 inches (22 cm) tall
- Straw Lid: 2.56 inches (6.5 cm) tall
- Lid with Straw: 2.56 inches (6.5 cm) tall
- Lid with Handle: 2.75 inches (7 cm) tall

The total height of the product is 8.66 inches (22 cm) + 2.56 inches (6.5 cm) + 2.75 inches (7 cm) = 13.97 inches (35.5 cm)."
99018,The SSD in the image has a weight of 120 grams.
99019,The depth of the product is 7.5 cm.
99020,The width of the product is 7.5 cm.
99021,The product has a height of 15 cm.
99022,The width of the product is 15.55 inches.
99023,The height of the product is 15.55 inches.
99024,The product's item weight is not explicitly indicated in the image.
99025,The width of the product is 8.5 cm.
99026,The depth of the product is 8.5 cm.
99027,The width of the product is 20 inches.
99028,"The product has three electric motors, each with a different height range. The height range of the first motor is 27 inches to 48 inches, the second motor is 27 inches to 36 inches, and the third motor is 27 inches to 48 inches."
99029,The width of the product is 35.4 inches.
99030,The product in the image is a USB-C PD adapter. The weight of the adapter is not explicitly indicated in the image.
99031,The product is rated at 100W.
99032,The width of the product is 11.5 cm.
99033,The depth of the product is 4 cm.
99034,"The product dimensions are as follows:

- Height: 38 cm / 15 inches
- Width: 29 cm / 11.4 inches
- Depth: 13.5 cm / 5.3 inches

The product fits an 14-inch laptop."
99035,The height of the product is 80 cm.
99036,The product size is 20 feet in length and 5 feet in height.
99037,The product's item weight is not explicitly indicated in the image.
99038,"The product is a 3.5mm Headset Adapter Cable to Quick Disconnect, which is a type of audio cable. The cable is 4 feet long and is compatible with Plantronics QD Headset Connectors. The cable is not rated for power usage or output."
99039,The width of the product is 3.7 inches.
99040,The depth of the product is 3.4 inches.
99041,The height of the product is 1.8 inches.
99042,The depth of the product is 33mm.
99043,The product has a width of 130mm.
99044,The depth of the product is 43 cm (17 inches).
99045,The width of the product is 30cm (11 inches).
99046,The product has a height of 43 cm (17 inches).
99047,The product is 11.8 inches tall.
99048,The depth of the product is 7.1 inches.
99049,The width of the product is 10cm or 3.9 inches.
99050,The depth of the product is 10cm/3.9 inches.
99051,The item weight of the product is 29.3 pounds.
99052,The depth of the product is 27mm.
99053,The width of the product is 27mm.
99054,The depth of the product is 14 inches.
99055,The height of the product is 14 inches.
99056,The product has a height of 21.3 inches.
99057,The width of the product is 10.6 inches.
99058,The product is 21.3 inches long and 10.6 inches wide.
99059,The depth of the product is 34 cm.
99060,The width of the product is 34 cm.
99061,The height of the product is 34 cm.
99062,"The product's item weights are as follows:

- 4.4 lbs (2 kg)
- 3.3 lbs (1.5 kg)
- 2.75 lbs (1.25 kg)

These are the weights of the dumbbell plates and the dumbbell bars."
99063,The height of the product is 32 inches.
99064,The depth of the product is 11 inches.
99065,The product is 75 inches tall when staked.
99066,"The depth of the product is 2.76 inches, which is approximately 7.00 cm."
99067,The product has a height of 45.5 cm.
99068,The height of the product is 23.62 inches (60 cm).
99069,The height of the product is 5.1 inches.
99070,The depth of the product is 1.37 meters.
99071,The height of the product is 10.5 inches.
99072,The width of the product is 70mm.
99073,The width of the product is 17 inches.
99074,The depth of the product is 17 inches.
99075,The depth of the product is 3 cm or 1.18 inches.
99076,The product is 2.5 meters long and 3 centimeters wide.
99077,The width of the product is 3 cm or 1.18 inches.
99078,The width of the product is 8 cm.
99079,The height of the product is 6.2 inches (16 cm).
99080,The depth of the product is 4mm.
99081,The width of the product is 31.5 inches (80 cm).
99082,The height of the product is 4mm.
99083,The width of the product is 65cm.
99084,The product has a height of 65 cm.
99085,The depth of the product is 5 cm (1.97 inches).
99086,The width of the product is 62.5 cm.
99087,The product has a height of 1.02 inches.
99088,The width of the product is 13 inches.
99089,The width of the product is 4.85 inches.
99090,The depth of the product is 7.5 cm (2.95 inches).
99091,The width of the product is 7.5 cm (2.95 inches).
99092,The depth of the product is 25cm.
99093,The width of the product is 21.5 cm.
99094,The product is 10.6 inches tall.
99095,The product's item weight is 91 oz (2550g).
99096,The product's item weight is 650W.
99097,The product is a Rosewill PMG650 modular power supply. The wattage of the product is 650 watts.
99098,The height of the product is 100mm.
99099,The product has a width of 25.5 inches.
99100,The width of the product is 1.1 inches.
99101,The height of the product is 51 inches or 130 centimeters.
99102,The product is 60 inches long and 51 inches wide.
99103,The product has a width of 10cm.
99104,The depth of the product is 10 cm.
99105,The depth of the product is 2 cm.
99106,The product has a width of 4 cm.
99107,The height of the product is 17.2 inches.
99108,The width of the product is 10 inches.
99109,The width of the product is 7.28 inches.
99110,The width of the product is 15.6 inches.
99111,The height of the product is 150cm.
99112,The width of the product is 5.2 inches.
99113,The width of the product is 57mm.
99114,The product has a height of 2.12 inches.
99115,The depth of the product is 0.65 inches.
99116,The product's item weight is 15 grams.
99117,The height of the product is 5.7 inches.
99118,"The product is a tarpaulin, which is a type of waterproof fabric used for covering and protecting surfaces. The tarpaulin in the image is green and has dimensions of 4 meters by 8 meters. This means the tarpaulin is 4 meters wide and 8 meters long."
99119,The depth of the product is 2.8 inches.
99120,The height of the product is 7.4 inches.
99121,The binoculars in the image are a 20x-180x100 binoculars. The weight of the binoculars is not explicitly mentioned in the image.
99122,The width of the product is 12 cm.
99123,The width of the product is 30mm.
99124,The depth of the product is 36mm.
99125,The height of the product is 36mm.
99126,The product's item weight is 20KG.
99127,The width of the product is 34.65 inches.
99128,The product has a height of 34.65 inches.
99129,The height of the product is 3 inches.
99130,The height of the product is 205 cm.
99131,The height of the product is 125 cm.
99132,The depth of the product is 59.4 cm.
99133,The width of the product is 59.4 cm.
99134,The width of the product is 48 inches.
99135,The depth of the product is 23.4 cm.
99136,The width of the product is 23.4 cm.
99137,"The wattage of the product is not explicitly stated on the image. However, the product is labeled as ""12V DC"" and ""MADE IN CHINA,"" which suggests that it is a DC motor or fan designed for 12V DC power. The wattage can be inferred from the power consumption of the motor or fan, which is typically measured in watts."
99138,The voltage rating of the product is 12V DC.
99139,The product is 21.8 cm tall.
99140,The product has a power rating of 160 watts.
99141,The product illustration mentions the power rating of the machine as 160 watts.
99142,The product width is 4.2 cm (1.65 inches).
99143,The depth of the product is 22 cm.
99144,The height of the product is 38 cm.
99145,The height of the product is 19.7 inches.
99146,The depth of the product is 24 inches or 60 centimeters.
99147,The product is 54 inches tall.
99148,The depth of the product is 7 inches.
99149,The product is 6 feet tall.
99150,The product has a height of 5.1 inches.
99151,The width of the product is 7.87 inches.
99152,The depth of the product is 7.87 inches (20 cm).
99153,The product has a height of 7.4 cm (2.9 inches).
99154,The depth of the product is 21 inches.
99155,The height of the product is 21 inches.
99156,The width of the product is 21 inches.
99157,The product has a width of 25mm (0.98 inches).
99158,The product has a height of 363mm.
99159,The product has a height of 36 inches.
99160,The width of the product is 8-10 mm.
99161,The height of the product is 105 cm.
99162,The depth of the product is 8-10 mm.
99163,The depth of the product is 12 inches (30 cm).
99164,The height of the product is 59 cm.
99165,The height of the product is 6.5 feet.
99166,The product is 2.5 inches tall.
99167,The height of the product is 14 inches (36 cm).
99168,The product has a height of 56 cm.
99169,The width of the product is 44 cm.
99170,The depth of the product is 44 cm.
99171,The product has a height of 19.3 inches.
99172,The depth of the product is 1.5 inches.
99173,The height of the product is 4 inches.
99174,The height of the product is 5 inches.
99175,The depth of the product is 7.8 cm (3 inches).
99176,The product is 35.4 cm (13.9 inches) tall.
99177,The product has a width of 180mm.
99178,The product size is 28cm x 21cm x 12cm.
99179,The product size is 21 cm wide.
99180,The height of the product is 19 cm (8.5 inches).
99181,The width of the product is 28cm.
99182,The depth of the product is 3.5 cm (1.38 inches).
99183,The product is 1/2 inch wide.
99184,"The product is a drill bit adapter that fits all 1/2"" drill and larger."
99185,The product is 1/2 inches tall.
99186,The height of the product is 3.5 cm.
99187,The width of the product is 19.5 cm (7.68 inches).
99188,The product is 91mm high.
99189,The product has a height of 10.5 cm (4.13 inches).
99190,The height of the product is 8.7 inches (22 cm).
99191,The height of the product is 23 cm.
99192,The height of the product is 43 inches.
99193,The product's item weight is 20 pounds (lbs).
99194,The product has a width of 6 cm.
99195,The product has a height of 6 cm.
99196,The height of the product is 14 inches.
99197,The depth of the product is 4 cm.
99198,The product width is 18 cm.
99199,The product is 9 inches tall.
99200,The depth of the product is 2.4 inches (6 cm).
99201,The width of the product is 2.4 inches or 6 centimeters.
99202,"The depth of the product is 9.3 cm, which is approximately 3.66 inches."
99203,The width of the product is 9.3 cm or 3.66 inches.
99204,"The height of the product is 9.3 cm, which is equivalent to 3.66 inches."
99205,The width of the product is 510mm.
99206,The depth of the product is 340 mm.
99207,The product has a height of 340 mm.
99208,The depth of the product is 6.7 inches.
99209,The product has a height of 6.7 inches.
99210,The width of the product is 6.7 inches.
99211,The depth of the product is 5.9 inches or 15.0 centimeters.
99212,The height of the product is 5.9 inches or 15.0 centimeters.
99213,The product has a width of 15.6 inches.
99214,The depth of the product is 12.7 cm.
99215,The height of the product is 8 cm (3.1 inches).
99216,The product has a height of 150 cm.
99217,The height of the product is 16.5 inches.
99218,The depth of the product is 16.5 inches.
99219,The width of the product is 1.1 inches.
99220,The width of the product is 9 inches.
99221,The product is 18 inches tall.
99222,The depth of the product is 4.5 inches.
99223,The depth of the product is 3.1 inches.
99224,The product has a height of 3.1 inches.
99225,The product is a three-story structure. The height of the product is approximately 20 cm.
99226,The product is 12 inches tall.
99227,The width of the product is 12 inches.
99228,The depth of the product is 12 inches.
99229,The height of the product is 23 cm.
99230,The depth of the product is 4.96 inches.
99231,The height of the product is 4.96 inches.
99232,The product has a height of 6.61 inches (16.8 cm).
99233,The product has a width of 2.56 inches (6.5 cm).
99234,The height of the product is 26 cm.
99235,The width of the product is 28 cm.
99236,The product has a height of 8.1 inches.
99237,"The height of the product is 12 cm, which is approximately 4.72 inches."
99238,The product's item weight is not explicitly indicated in the image.
99239,The product weighs only 98g.
99240,"The product is 30% smaller than the D30, which has a wattage of 1000 watts. Therefore, the product has a wattage of approximately 300 watts."
99241,The product size is 3 inches wide.
99242,The product is 3 inches tall.
99243,The width of the product is 5.9 inches or 15 cm.
99244,The depth of the product is 5.9 inches or 15 cm.
99245,The width of the product is 6.5 cm (2.6 inches).
99246,The product has a height of 18 cm.
99247,The width of the product is 31.5 inches.
99248,The width of the product is 1.01 inches.
