index,generated_output
105253,The depth of the product is 27.4 inches or 69.5 centimeters.
105254,The height of the product is 27.4 inches or 69.5 centimeters.
105255,The product has a height of 2.76 inches.
105256,The maximum weight recommendation is 128 grams.
105257,The product's item weight is 128 grams.
105258,The product is 5.4 cm (2.12 inches) tall.
105259,The width of the product is 5.4 cm (2.12 inches).
105260,The width of the product is 1.97 inches.
105261,The height of the product is 38.8 inches.
105262,The depth of the product is 3.5 inches.
105263,The height of the product is 3.5 inches.
105264,The product has a height of 20 cm (7.87 inches).
105265,The product is 72 inches tall.
105266,The width of the product is 15.8 inches (40.2 cm).
105267,The product is 5.7 inches tall.
105268,The height of the product is 5.7 inches.
105269,The product has a width of 5.7 inches.
105270,The width of the product is 35 cm (13.8 inches).
105271,The product has a height of 400mm.
105272,The depth of the product is 9.05 inches.
105273,The product has a height of 9.05 inches.
105274,The height of the product is 20 cm.
105275,The width of the product is 100 cm.
105276,The width of the product is 3.2 inches.
105277,The depth of the product is 2.6 inches.
105278,The height of the product is 23.62 inches.
105279,The height of the product is 3.5 inches.
105280,The height of the product is 60 cm.
105281,The depth of the product is 9 cm (3.5 inches).
105282,The height of the product is 6.29 inches or 16.00 centimeters.
105283,The height of the product is 76 cm.
105284,The width of the product is 4.61 inches.
105285,The product has a width of 9.4 inches (24 cm).
105286,The depth of the product is 4.4 inches (11 cm).
105287,The height of the product is 40 cm.
105288,The depth of the product is 7 cm (2.8 inches).
105289,The product has a width of 7cm (2.8 inches).
105290,The height of the product is 5.3 cm.
105291,The product's item weight is 27g.
105292,The width of the product is 195mm.
105293,The product has a height of 280mm.
105294,The width of the product is 20.87 inches (53 cm).
105295,The product has a depth of 2.9 inches.
105296,The depth of the product is 44.9 cm (17.7 inches).
105297,The product is 26.9 cm tall.
105298,The depth of the product is 14 cm (5.51 inches).
105299,"The height of the product is 4.33 inches, which is equivalent to 11.1 centimeters."
105300,The width of the product is 2.9cm (1.1 inches).
105301,The product is a coaxial cable with a N male connector on one end and a SMA male connector on the other end. The cable length is 1 foot.
105302,The depth of the product is 4.3 inches (11 cm).
105303,The height of the product is 26 inches.
105304,The width of the product is 38 cm.
105305,The product has a width of 1 meter (1 meter).
105306,The product is 1 meter (1 meter) tall.
105307,The depth of the product is 1 meter (1 meter).
105308,The width of the product is 6.4 mm.
105309,The width of the product is 84 cm.
105310,The product's item weight is 250 kg.
105311,The maximum weight recommendation is 250 kg.
105312,The height of the product is 16 cm (6.3 inches).
105313,The product is 600mm high.
105314,The depth of the product is 150mm.
105315,The product's item weight is indicated as 5 kg.
105316,The product is a cordless drill with a 20V battery.
105317,The width of the product is 25 inches.
105318,The depth of the product is 14 inches.
105319,The depth of the product is 80mm.
105320,The depth of the product is 4 inches.
105321,The product has a height of 42 mm.
105322,The width of the product is 270MM.
105323,The width of the product is 45 cm.
105324,The width of the product is 17.71 inches.
105325,The product is 14 cm (5.5 inches) tall.
105326,The product is 14 cm tall.
105327,"The product dimensions are as follows:

- Height: 4.5 inches (11.4 cm)
- Width: 2.76 inches (7 cm)"
105328,The depth of the product is 4.5 inches (11.4 cm).
105329,The width of the product is 2.76 inches or 7 cm.
105330,The width of the product is 1.57 inches or 4 cm.
105331,The depth of the product is 4cm.
105332,The product is 10 inches tall.
105333,The product is 10 inches tall.
105334,The width of the product is 10 inches.
105335,The product has a height of 30 cm.
105336,The height of the product is 42 cm or 16.5 inches.
105337,The depth of the product is 34 cm (13.4 inches).
105338,The width of the product is 7 inches or 18 cm.
105339,The product is an A5 notebook.
105340,The depth of the product is not explicitly mentioned in the image.
105341,The width of the product is 4'.
105342,The height of the product is 57 inches.
105343,The product's item weight is 3 pounds (1.36 kilograms).
105344,The height of the product is 40.7 cm (16 inches).
105345,The height of the product is 11.6 inches.
105346,The product's item weight is 970 grams or 34.2 ounces.
105347,The height of the product is 6.5 cm (2.56 inches).
105348,The depth of the product is 6.5 cm (2.56 inches).
105349,The height of the product is 23.75 inches.
105350,The height of the product is 6.2 inches.
105351,The depth of the product is 20 inches.
105352,The width of the product is 20 inches.
105353,The height of the product is 24 inches.
105354,The SSD (Solid State Drive) in the image has a weight of 512 GB.
105355,The product has a height of 24 cm.
105356,The depth of the product is 9 cm.
105357,The height of the product is 14 cm.
105358,The product has a width of 100mm.
105359,The width of the product is 21 cm.
105360,The depth of the product is 21 cm.
105361,The product is rated at 100W.
105362,The product's item weight is not explicitly indicated in the image.
105363,The width of the product is 210 cm.
105364,The depth of the product is 91 cm.
105365,The product has a height of 79 cm.
105366,The width of the product is 14 cm or 5.51 inches.
105367,The height of the product is 200 cm.
105368,The depth of the product is 43mm.
105369,The product is 43mm in height.
105370,The product width is 43mm.
105371,The product's item weight is not explicitly indicated in the image.
105372,The product size is 8 inches (20 cm) wide and 12 inches (30 cm) tall.
105373,The width of the product is 8 inches (20 cm).
105374,The depth of the product is 3.93 inches.
105375,The depth of the product is 37.7mm.
105376,The depth of the product is 2.2 inches or 5.5 cm.
105377,The height of the product is 2.2 inches or 5.5 centimeters.
105378,The height of the product is 60 inches.
105379,The product is a blanket with dimensions of 60 inches by 50 inches.
105380,The depth of the product is 35cm or 13.8 inches.
105381,The product has a height of 35cm (13.8 inches).
105382,The width of the product is 35cm or 13.8 inches.
105383,The product is 33 cm tall.
105384,The height of the product is 7 cm.
105385,The height of the product in the image is 13.2 cm (5.2 inches).
105386,The depth of the product is 4.0 inches.
105387,The width of the product is 5.3 inches.
105388,The product has a height of 5.3 inches.
105389,The product has a height of 5 cm (1.96 inches).
105390,The item's weight is 10 pounds (lb).
105391,The product has a height of 27.56 inches.
105392,The width of the product is 13.0 inches.
105393,The item's net weight is 2.1 kg.
105394,The maximum weight recommendation is 2 TON.
105395,The product is 2.7 inches deep.
105396,The width of the product is 2.7 inches.
105397,The width of the product is 6.3 inches or 16.0 centimeters.
105398,The product has a height of 6.3 inches (16.0 cm).
105399,The height of the product is 4.5 cm.
105400,The voltage rating of the product is 12V.
105401,The wattage of the product is 12V 0.90A.
105402,The product has a height of 5.20 inches.
105403,The width of the product is 3 inches (7.5 cm).
105404,The width of the product in the image is 6.1 feet.
105405,The depth of the product is 4.8 feet.
105406,The depth of the product is 100 sheets of 100g beige writing paper.
105407,The width of the product is 219mm.
105408,The width of the product is 4.1 inches.
105409,The depth of the product is 20mm.
105410,The width of the product is 20mm.
105411,The maximum weight recommendation is 500 lbs.
105412,The height of the product is 11 inches.
105413,The product has a height of 13.5 mm.
105414,The width of the product is 19.7 inches.
105415,The width of the product is 8.5 inches.
105416,The depth of the product is 8.5 inches.
105417,The height of the product is 5.1 inches (13 cm).
105418,The depth of the product is 7.3 cm (2.9 inches).
105419,The height of the product is 6 cm (2.4 inches).
105420,The height of the product is 6 inches.
105421,The depth of the product is 18 inches.
105422,The width of the product is 18 inches.
105423,The depth of the product is 5 cm.
105424,The product has a height of 34 cm.
105425,The width of the product is 6 inches.
105426,The depth of the product is 6 inches.
105427,The height of the product is 38 inches.
105428,The depth of the product in the image is 9 cm (3.5 inches).
105429,The depth of the product is 75 cm.
105430,The depth of the product is 1.85 inches.
105431,The depth of the product is 35cm or 13.7 inches.
105432,The width of the product is 35cm or 13.7 inches.
105433,The product has a height of 14 cm.
105434,The height of the product is 10.5 cm.
105435,The depth of the product is 7.5 cm.
105436,The maximum weight recommendation is 130 lbs.
105437,The height of the product is 1.2 inches or 3 centimeters.
105438,The depth of the product is 1.2 inches or 3 centimeters.
105439,The depth of the product is 1.8 inches or 4.5 centimeters.
105440,The width of the product is 1.4 inches or 3.5 centimeters.
105441,The depth of the product is 1 cm.
105442,The product has a height of 8 cm.
105443,The product is 107mm tall.
105444,The product has a height of 10.5 cm.
105445,The width of the product is 32cm or 14.6 inches.
105446,"The depth of the product is 36 cm, which is approximately 14.2 inches."
105447,The width of the product is 18cm.
105448,The height of the product is 31 cm.
105449,The height of the product is 5 cm.
105450,The depth of the product is 5 cm.
105451,The width of the product is 4cm.
105452,The height of the product is 5.5 cm.
105453,The depth of the product is 5.5 cm.
105454,The height of the product is 32 cm.
105455,The product has a height of 7.1 inches.
105456,The depth of the product is 9.1 inches.
105457,"The product is a USB Type-C cable, which is not a device with a wattage rating. However, if you are referring to a power adapter or a power bank, the wattage rating would be provided on the packaging or label."
105458,The depth of the product is 4.3 inches.
105459,The product width is 4.3 inches.
105460,The product is 4.3 inches tall.
105461,The width of the product is 69 cm.
105462,The product's item weight is 3.9 lbs (1769g).
105463,The depth of the product is 3.9 inches or 10 cm.
105464,The product is 18.9 cm tall.
105465,The width of the product is 25.4 cm or 10 inches.
105466,The depth of the product is 25.4 cm (10 inches).
105467,The width of the product is 68 cm.
105468,The height of the product is 68 cm.
105469,The depth of the product is 2.7 inches.
105470,The height of the product is 2.7 inches.
105471,The height of the product is 13 cm.
105472,The height of the product is 4 inches.
105473,The height of the product is 2.25 inches.
105474,"The product is a bottle of ""Holy Water."" The dimensions provided are:

- Width: 2.5 cm
- Depth: 2.5 cm
- Height: 10 cm

To determine the volume of the product, we can use the formula for the volume of a rectangular prism:

\[ \text{Volume} = \text{Width} \times \text{Depth} \times \text{Height} \]

Substituting the given dimensions:

\[ \text{Volume} = 2.5 \, \text{cm} \times 2.5 \, \text{cm} \times 10 \, \text{cm} \]

\[ \text{Volume} = 62.5 \, \text{cm}^3 \]

Therefore, the volume of the product is 62.5 cubic centimeters."
105475,The height of the product is 9.4 inches.
105476,The width of the product is 6.7 inches.
105477,The product in the image is a ladder with a height of 102 cm.
105478,The product has a width of 36 cm.
105479,The depth of the product is 36 cm.
105480,The depth of the product is 90 μm.
105481,The product has a width of 90 μm.
105482,The height of the product is 4.9 inches.
105483,"The depth of the product is 32 cm, which is approximately 12.59 inches."
105484,The width of the product is 14 cm (5.51 inches).
105485,The product is 2.95 inches deep.
105486,The product is 2.95 inches tall.
105487,The product is 2.95 inches tall.
105488,The depth of the product is 4.3 inches.
105489,The width of the product is 2.76 inches.
105490,"The depth of the product is 27 cm, which is approximately 10.62 inches."
105491,"The depth of the product is 7.5 cm, which is 2.95 inches."
105492,"The height of the product is 12.2 cm, which is 4.92 inches."
105493,The width of the product is 45cm.
105494,The depth of the product is 45 cm.
105495,The height of the product is 45 cm.
105496,The product has a height of 17.7 inches.
105497,The width of the product is 17.7 inches.
105498,The height of the product is 8.26 inches (21 cm).
105499,The width of the product is 4.52 inches (11.5 cm).
105500,The width of the product is 4.9 inches.
105501,The width of the product is 27.5 cm.
105502,The depth of the product is 27.5 cm.
105503,The product has a height of 115 cm.
105504,The volume of the product is 10 mL.
105505,The product has a height of 5.1 inches.
105506,The width of the product is 35.5 inches.
105507,The height of the product is 3.7 inches.
105508,The depth of the product is 3.7 inches.
105509,The height of the product is 31.6 cm.
105510,The depth of the product is 8.7 cm.
105511,The product has a height of 28 cm.
105512,The product has a height of 3.5mm.
105513,The product has a height of 70 cm.
105514,The product is a large-sized umbrella with a diameter of 70 cm.
105515,"The depth of the product is 70mm, which is approximately 2.75 inches."
105516,The height of the product is 150mm.
105517,The depth of the product is 150mm.
105518,The product has a width of 150mm.
105519,The product has a height of 6.1 inches.
105520,The width of the product is 7.9 inches.
105521,The width of the product is 48 inches.
105522,The width of the product is 7.5 inches.
105523,The depth of the product is 2 mils.
105524,The height of the product is 0.79 inches.
105525,The depth of the product is 3.7 inches.
105526,The width of the product is 1.6 inches.
105527,The height of the product is 38 cm (15 inches).
105528,The product's item weight is indicated as 44 lbs (20 kg).
105529,The maximum weight recommendation is 44 lbs (20 kg).
105530,The depth of the product is 30cm or 12 inches.
105531,The width of the product is 30cm or 12 inches.
105532,The width of the product is 11.6 inches.
105533,The width of the product is 1.4 inches.
105534,The width of the product in the image is 30cm.
105535,The depth of the product is 30cm.
105536,The height of the product in the image is 30cm.
105537,The depth of the product in the shot glass is 5.4 cm.
105538,The height of the product is 13 cm.
105539,The width of the product is 12 cm.
105540,The depth of the product is 3 cm.
105541,The product's item weight is 550g.
105542,The width of the product is 7.8 cm (3.07 inches).
105543,The depth of the product is 24 inches.
105544,The width of the product is 16 inches.
105545,The product is 24 inches tall.
105546,The height of the product is 11.8 inches.
105547,"The depth of the product is 100 cm, which is approximately 39.31 inches."
105548,The product has a height of 100 cm (39.31 inches).
105549,The depth of the product is 0.43 inches.
105550,The width of the product is 30 inches.
105551,The depth of the product is 24.5 cm.
105552,The width of the product is 70cm.
105553,The depth of the product is 2.16 inches.
105554,The width of the product is 2.16 inches.
105555,"The product's item weight is not explicitly indicated in the image. However, the image mentions ""1.8m/72in double pole slightly Bitonality,"" which suggests that the overall length of the fishing rod is 1.8 meters or 72 inches."
105556,The width of the product is 7.4 cm.
105557,The height of the product is 70 cm.
105558,The product size of the keychain is 9.5 cm in length and 5.5 cm in width. The product size of the wristbands is 6.5 cm in length and 1.2 cm in width.
105559,The width of the product is 9.5 cm (3.73 inches).
105560,The product has a height of 9.5 cm (3.73 inches).
105561,"The depth of the product is 9.5 cm, which is approximately 3.73 inches."
105562,The product's item weight is 23.8 grams.
105563,The width of the product is 265mm.
105564,The product has a height of 31.5 cm.
105565,The width of the product is 3 cm.
105566,The width of the product is 50 cm.
105567,The height of the product is 50 cm.
105568,The height of the product is 38.0 inches.
105569,The height of the product is 5 inches (13 cm).
105570,The width of the product is 35CM.
105571,The height of the product is 35 cm.
105572,The depth of the product is 29cm.
105573,The width of the product is 3.9 inches.
105574,The width of the product is 14 inches.
105575,The height of the product is 14 inches.
105576,The height of the product is 100 cm.
105577,The width of the product is 1.77 inches (4.50 cm).
105578,The height of the product is 18.00 cm.
105579,The product has a height of 60 cm (23.62 inches).
105580,The height of the product is 21 cm (8.3 inches).
105581,The width of the product in the image is 11.5 cm.
105582,The width of the product is 21 cm.
105583,The depth of the product is 21 cm.
105584,The height of the product is 5.1 inches.
105585,The product has a height of 41.7 inches.
105586,The depth of the product is 4.8 inches.
105587,The depth of the product is 16 cm.
105588,The width of the product is 16 cm.
105589,The product has a height of 110mm.
105590,The depth of the product is 80mm.
105591,The width of the product is 3.14 inches (8 cm).
105592,The height of the product is 2 inches.
105593,The product's item weight is 1000 grams.
105594,The wattage of the product is 1000W.
105595,The width of the product is 12 cm.
105596,The product has a height of 8.5 cm.
105597,The width of the product is 23.6 inches.
105598,The width of the product is 15.5 inches or 39 cm.
105599,The product is 11.1 inches wide.
105600,The product is 11.1 inches tall.
105601,The depth of the product is 120 cm.
105602,The height of the product is 120 cm.
105603,The ladder has a width of 170 cm.
105604,The width of the product is 1.3 cm.
105605,The depth of the product is 1.3 cm.
105606,The product has a width of 11.8 cm (4.64 inches).
105607,The width of the product is 57 inches.
105608,The height of the product is 0.51 inches (13mm).
105609,The width of the product is 0.8 inches.
105610,The depth of the product is 5 inches or 13 cm.
105611,The product has a height of 5 inches (13 cm).
105612,The width of the product is 9.44 inches.
105613,The width of the product is 10.6 inches.
105614,"The depth of the product is 7.5 mils, which is 0.0075 inches or 0.1905 millimeters."
105615,The width of the product is 12 inches or 30.5 cm.
105616,The width of the product is 9.8 inches.
105617,The height of the product is 13 cm.
105618,"The depth of the product is 9.5 cm, which is approximately 3.74 inches."
105619,The width of the product is 9.5 cm or 3.74 inches.
105620,"The height of the product is 9.5 cm, which is approximately 3.74 inches."
105621,The width of the product is 7.1 inches or 18 cm.
105622,The product's item weight is not explicitly indicated in the image.
105623,The width of the product is 3.1 inches.
105624,The width of the product is 14.5 cm (5.7 inches).
105625,The product has a width of 20cm (7.9 inches).
105626,The depth of the product is 330mm.
105627,The width of the product is 54 inches.
105628,The depth of the product is 108 inches.
105629,The depth of the product is 9.43 inches or 24.0 centimeters.
105630,The width of the product is 4.3 inches.
105631,The height of the product is 10 inches.
105632,The product is a USB-C wall charger with a power output of 60W.
105633,The product's item weight is not explicitly indicated in the image.
105634,The width of the product is 1.56 inches (39.6 mm).
105635,The depth of the product is 17 cm.
105636,The product has a height of 3.5 inches (9.5 cm).
105637,The height of the product is 46.5 cm (18.3 inches).
105638,The width of the product is 53.85 cm.
105639,The depth of the product is 4.5 cm (1.7 inches).
105640,The height of the product is 4.5 cm (1.7 inches).
105641,"The product's item weight is not explicitly indicated in the image. However, the image shows a power supply with a label that mentions ""12V 2A Interface Devices,"" which suggests that the power supply is designed to power devices that require a 12V output with a current of 2A."
105642,"The product is a power supply unit (PSU) with a power output of 12V, 2A."
105643,The width of the product is 24.6 cm.
105644,The depth of the product is 24.6 cm.
105645,The product has a height of 25 cm.
105646,The width of the product is 60 inches.
105647,The depth of the product is 9.5 inches.
105648,"The product is 9 inches long, 9 inches wide, and 17 inches tall."
105649,The width of the product is 21 cm.
105650,The depth of the product is 4.6 cm (1.8 inches).
105651,The height of the product is 21 cm (8.27 inches).
105652,The height of the product is 2.6 inches.
105653,The width of the product is 6.14 inches or 15.6 centimeters.
105654,The adjustable height of the product is from the shortest length of 32.6 inches to the longest length of 38 inches.
105655,"The product is adjustable in height, with a longest length of 38 inches and a shortest length of 32.6 inches. The height can be adjusted using a set of buttons with five different heights."
105656,"The product has an adjustable height, with the longest length being 38 inches and the shortest being 32.6 inches."
105657,The image does not provide a specific measurement of the product's item weight.
105658,The height of the product is 40 cm.
105659,The depth of the product is 14 cm.
105660,The height of the product is 9 inches.
105661,The width of the product is 23.5 inches.
105662,The height of the product is 5.9 inches (15.0 cm).
105663,The depth of the product is 5.9 inches (15.0 cm).
105664,The depth of the product is 11.81 inches.
105665,The width of the product is 11.81 inches.
105666,"The product is a set of 12 mixed pack with an electric air pump. The depth of the product is not explicitly stated in the image, but it can be inferred that the product is designed to store various items, including clothes, blankets, and other household items. The electric air pump is likely used to compress the items, making them easier to store and transport."
105667,The width of the product is 8 cm (3.15 inches).
105668,The depth of the product is 8 cm or 3.15 inches.
105669,The product has a height of 12 cm (4.72 inches).
105670,The height of the product is 3 3/4 inches (9.5 cm).
105671,The product is 2.0 inches tall.
105672,The depth of the product is 2.0 inches.
105673,"The image shows two large bottles of epoxy resin, each labeled as ""EPOXY RESIN"" with the volume indicated as ""1 Gallon."" The bottles are placed on a table, and the background shows people working with the resin. There is no explicit measurement provided for the width, depth, or height of the bottles. However, based on the visible dimensions, the bottles appear to be cylindrical with a height of approximately 10-12 inches and a diameter of around 4-5 inches."
105674,The height of the product is 16 cm (6.3 inches).
105675,The height of the product is 39.3 inches.
105676,The product has a height of 36 1/2 inches.
105677,The width of the product is 30cm.
105678,The height of the product is 10.4 cm (4.1 inches).
105679,The width of the product is 16.5 cm (6.5 inches).
105680,The height of the product is 100 cm.
105681,The width of the product is 6.9 inches.
105682,The product is 6.9 inches tall.
105683,The depth of the products in the image is 2 inches.
105684,The width of the product in the image is 2 inches.
105685,The product is 1.06 inches tall.
105686,The height of the product is 9.84 inches.
105687,The product has a height of 65 cm (25.6 inches).
105688,The depth of the product is 6.3 inches.
105689,"The product information is as follows:

- S size: 18.9 inches
- L size: 19.7 inches
- XL size: 20.5 inches"
105690,The width of the product is 0.7 inches.
105691,The depth of the product is 0.7 inches.
105692,The product has a height of 1.9 inches.
105693,The width of the product is 11.81 inches.
105694,The depth of the product is 5.04 inches.
105695,The product is 5.04 inches tall.
105696,The width of the product is 60 cm (23.62 inches).
105697,The height of the product is 5.8 inches.
105698,The height of the product is 800mm.
105699,The depth of the product is 500mm.
105700,The depth of the product is 12 cm.
105701,The width of the product is 12 cm.
105702,The product has a height of 30 cm.
105703,The width of the product is 100 cm.
105704,The depth of the product is 100 cm.
105705,The depth of the product is 7.1 cm (2.8 inches).
105706,The height of the product is 10 inches.
105707,The depth of the product is 3.4 inches.
105708,The depth of the product is 13 cm.
105709,The height of the product is 14.96 inches.
105710,The product's item weight is 4.4 cubic feet.
105711,The product is 35 cm long.
105712,The height of the product is 35 cm.
105713,The width of the product is 25.6 cm (10.07 inches).
105714,The height of the product is 1 meter (Approx).
105715,The width of the product is 1 Meter (Approx).
105716,The depth of the product is 1 meter (Approx).
105717,The width of the product is 48 inches.
105718,The product is 30cm in depth.
105719,The width of the product is 4 inches.
105720,The depth of the product is 4 inches.
105721,The height of the product is 1.77 inches or 4.5 cm.
105722,The product in the picture is a plush toy rabbit. The rabbit is 15 inches tall.
105723,The width of the product is 15 inches.
105724,The height of the product is 15 inches.
105725,The depth of the product is 17 cm.
105726,"The product includes:

1. 1 Cake Topper (17 cm x 13 cm)
2. 24 Cupcake Toppers (17 cm x 13 cm)

The total height of the product is approximately 40 cm (17 cm x 24)."
105727,The product has a width of 2.8 cm.
105728,The width of the product is 15.7 cm (6.2 inches).
105729,The height of the product is 30.5 cm or 12 inches.
105730,The depth of the product is 30.5 cm or 12 inches.
105731,The height of the product is 43.3 inches.
105732,The height of the product is 31 cm.
105733,The height of the product is 18.7 cm.
105734,The depth of the product is 18.7 cm.
105735,The height of the product is 93mm.
105736,The depth of the product is 3.25 inches (8.255 centimeters).
105737,The width of the product is 3.25 inches (8.255 centimeters).
105738,The height of the product is 3.25 inches or 8.255 centimeters.
105739,The product's item weight is 3650 mAh.
105740,The height of the product is 20.8 inches.
105741,The height of the product is 282 feet.
105742,The product's item weight is 700 grams.
105743,The product is a 700-watt power supply.
105744,The height of the product is 15.04 inches.
105745,The width of the product is 21cm.
105746,The depth of the product is 29.7 cm.
105747,The width of the product is 11 cm.
105748,"The product is a set of four car floor mats featuring a black and white illustration of a rabbit. The dimensions of the floor mats are as follows:

- Front left: 37.5 cm (14.8 inches) x 68 cm (26.8 inches)
- Front right: 37.5 cm (14.8 inches) x 44.5 cm (17.5 inches)
- Rear left: 37.5 cm (14.8 inches) x 34.5 cm (13.6 inches)
- Rear right: 37.5 cm (14.8 inches) x 44.5 cm (17.5 inches)

These dimensions provide a clear understanding of the size and layout of the floor mats, allowing for easy comparison and selection."
105749,"The product in the image is a charging dock for a gaming controller. The charging dock is designed to hold a battery pack and a battery cover. The wattage of the product is not explicitly mentioned in the image. However, the charging dock is designed to hold a battery pack and a battery cover, which suggests that it is likely to provide power to the controller. The charging dock is likely to be a power adapter or a charger for the controller."
105750,"The product's item weight is not explicitly indicated in the image. However, the image shows a simple drop and charge design with a battery pack and a battery cover."
105751,The height of the product is 25 inches.
105752,The depth of the product is 18 inches.
105753,The height of the product on the left is 4.72 inches.
105754,The width of the product on the left is 1.89 inches.
105755,The height of the product is 29.7 mm.
105756,The depth of the product is 19 mm.
105757,The depth of the product is 3.2 cm.
105758,The width of the product is 5.1 cm.
105759,"The heights of the products in the image are as follows:

1. 1.65 inches
2. 1.73 inches
3. 1.81 inches
4. 1.92 inches
5. 1.96 inches
6. 2.44 inches
7. 2.51 inches

All the heights are in inches."
105760,The product is 12 inches tall.
105761,The width of the product is 12 inches.
105762,The depth of the product is 23 cm.
105763,The width of the product is 23 cm.
105764,The product has a height of 5.89 inches (15 cm).
105765,The depth of the product is 2.36 inches or 6 centimeters.
105766,The product has a width of 100mm.
105767,The height of the product is 18 inches.
105768,The depth of the product is 3.5 inches.
105769,The width of the product is 3.5 inches.
105770,The maximum weight recommendation in the image is 250 KG.
105771,The product's item weight is 250 kg.
105772,The height of the product is 98 cm.
105773,The depth of the product is 3.5 inches.
105774,The height of the product is 3.5 inches.
105775,The product has a width of 10 inches.
105776,The product has a height of 17 inches.
105777,The depth of the product is 8 cm (3.15 inches).
105778,The product has a height of 32 cm (13 inches).
105779,The depth of the product is 8 cm.
105780,The width of the product is 8 cm.
105781,The width of the product is 1.57 inches.
105782,The product has a height of 24 inches.
105783,The depth of the product is 9 inches.
105784,"The gauge in the image has a label indicating ""Accuracy is up to 160 PSI."" This means the gauge can measure pressures up to 160 PSI."
105785,The width of the product is 25 cm.
105786,The height of the product is 10.26 inches (26.00 cm).
105787,The height of the product is 37.8 cm.
105788,The height of the product is 12.125 inches.
105789,The depth of the product is 2.5 cm.
105790,The width of the product is 19.4 cm.
105791,The product is 90 cm tall.
105792,"The width of the product is 80cm, which is 31.4 inches."
105793,The height of the product is 47 cm.
105794,The product has a width of 53 cm.
105795,The product is a wallet with a unique design featuring a white eye and various symbols. The wallet is approximately 9.5 cm (3.74 inches) tall and 11.5 cm (4.52 inches) wide. The wallet is also 0.47 inches (1.2 cm) thick.
105796,The width of the product is 20 cm.
105797,The product has a height of 20 cm.
105798,The width of the product is 8.7 cm.
105799,The width of the product is 8 cm (3.1 inches).
105800,The depth of the product is 8 cm (3.1 inches).
105801,The depth of the product is 14 cm (5.51 inches).
105802,The width of the product is 14 inches.
105803,The depth of the product is 14 inches.
105804,The height of the product is 1.57 inches.
105805,The depth of the product is 8 cm (3.1 inches).
105806,The depth of the product is 1 inch (2.6 cm).
105807,The depth of the product is 32cm (12.6 inches).
105808,The height of the product is 35 cm (13.8 inches).
105809,The product has a width of 17.7 inches (45 cm).
105810,The width of the product is 25.7 inches.
105811,The height of the product is 21cm.
105812,The depth of the product is 3.5 cm.
105813,The height of the product is 5.25 inches (13.3 cm).
105814,The width of the product is 13.5 cm (5.3 inches).
105815,The height of the product is 14.75 inches (37.5 cm).
105816,The width of the product is 11.8 inches.
105817,The depth of the product is 11.8 inches.
105818,The width of the product is 26 cm.
105819,The depth of the product is 6 cm (2.3 inches).
105820,The width of the product is 8.5 cm (3.3 inches).
105821,The height of the product is 43.5 inches or 110.5 centimeters.
105822,The height of the product is 28 cm.
105823,The depth of the product is 28 cm.
105824,The height of the product is 75 cm.
105825,The height of the product is 9 inches.
105826,The depth of the product is 5 inches.
105827,The product has a height of 23.1 inches (2 feet).
105828,The depth of the product is 5 cm.
105829,The height of the product is 11 inches.
105830,The depth of the product is 9 inches.
105831,The depth of the product is 0.87 inches (22 mm).
105832,The width of the product is 2.52 inches (64 mm).
105833,The height of the product is 28.7 inches.
105834,"The product has the following dimensions:

- Feathered Stick: 6.3 inches (16 cm)
- Feathered Bird: 8.7 inches (22 cm)
- Feathered Dragonfly: 5.5 inches (14 cm)
- Telescopic Pole: 35.4 inches (90 cm)"
105835,The depth of the product is 8.27 inches.
105836,The width of the product is 6.89 inches.
105837,The depth of the product is 1.7 inches.
105838,The depth of the product is 13 inches or 33 centimeters.
105839,The width of the product is 13 inches or 33 centimeters.
105840,The width of the product is 13.4 inches.
105841,The height of the product is 9.1 inches.
105842,The depth of the product is 14 cm (5.51 inches).
105843,The product has a height of 27.5 cm (10.83 inches).
105844,The width of the product is 90cm.
105845,The depth of the product is 90cm / 35.43 inches.
105846,The depth of the product is 3.4 inches.
105847,The product has a width of 2.95 inches.
105848,The width of the product is 2 inches.
105849,The height of the product is 2 inches.
105850,The depth of the product is 2 inches.
105851,"The depth of the product is 72 mm, which is approximately 2.8 inches."
105852,"The height of the product is 41mm, which is approximately 1.6 inches."
105853,The width of the product is 15.8 inches (40 cm).
105854,The height of the product is 7.8 inches (19.7 cm).
105855,The height of the product is 39.4 inches.
105856,The depth of the product is 9.05 inches or 23 cm.
105857,The width of the product is 9.05 inches or 23 cm.
105858,The depth of the product is 2.2 inches.
105859,"The product has the following dimensions:

- Height: 7 inches
- Width: 2.2 inches
- Depth: 2.2 inches

The product is 7 inches tall, 2.2 inches wide, and 2.2 inches deep."
105860,The height of the product is 60 cm.
105861,The product has a height of 48 cm.
105862,The depth of the product is 33 cm.
105863,The product has a height of 61.02 inches.
105864,The product has a height of 20cm (7.87 inches).
105865,The depth of the product is 8 cm (3.14 inches).
105866,The depth of the product is 25.4 cm / 10 inches.
105867,The width of the product is 25.4 cm or 10 inches.
105868,The height of the product is 39 inches.
105869,The depth of the product is 40cm.
105870,The product width is 8.0 cm (3.15 inches).
105871,The label indicates that the product weighs 950 grams.
105872,The wattage of the product is 950W.
105873,The height of the product is 6.7 cm (2.6 inches).
105874,The depth of the product is 6.7 cm (2.6 inches).
105875,The width of the product is 18.5 cm (7.28 inches).
105876,The product has a height of 5.1 inches.
105877,The width of the product is 32.5 cm.
105878,The depth of the product is 3.3 cm.
